    lat     lon            mean              annu_cos              annu_sin          semiannu_cos         semiannu_sin
  27.500  125.000    1.3979018768e-04    -7.9497062310e-06    -1.5243712018e-06     7.7559972625e-07     6.4406276026e-07 
  27.500  125.500    1.3976052516e-04    -7.9457898372e-06    -1.6370935136e-06     7.3195445431e-07     7.1243080904e-07 
  27.500  126.000    1.3972728281e-04    -7.9210282014e-06    -1.8020519212e-06     6.9489443129e-07     7.8888167290e-07 
  27.500  126.500    1.4017703264e-04    -7.7639179554e-06    -1.9463791613e-06     5.9064144358e-07     8.2284192924e-07 
  27.500  127.000    1.4030739642e-04    -7.7831005423e-06    -1.9793309858e-06     4.8934753399e-07     7.6681947621e-07 
  27.500  127.500    1.4046146776e-04    -7.8544887268e-06    -1.9745707069e-06     3.8662526743e-07     7.0416817027e-07 
  27.500  128.000    1.4054106958e-04    -7.9116667579e-06    -1.9684875048e-06     3.5578820641e-07     6.4702038612e-07 
  27.500  128.500    1.4056053198e-04    -7.8999335577e-06    -1.9698439905e-06     3.1849364576e-07     6.2700485013e-07 
  27.500  129.000    1.4058891857e-04    -7.8684851801e-06    -1.9583053955e-06     2.5076587848e-07     6.2635794280e-07 
  27.500  129.500    1.4058041690e-04    -7.7856696751e-06    -2.0127281005e-06     1.5456474814e-07     6.3046710873e-07 
  27.500  130.000    1.4061439710e-04    -7.7445762089e-06    -2.0503841105e-06     1.1755584570e-07     6.3684412483e-07 
  27.500  130.500    1.4065639347e-04    -7.7215410063e-06    -2.0630033826e-06     6.5626380479e-08     6.4012084978e-07 
  27.500  131.000    1.4072073915e-04    -7.7001037415e-06    -2.0819216135e-06    -7.1121431041e-09     6.3333515296e-07 
  27.500  131.500    1.4080785823e-04    -7.6837634159e-06    -2.1063071279e-06    -5.8821769085e-08     6.2810914870e-07 
  27.500  132.000    1.4087581716e-04    -7.6664676461e-06    -2.1546769900e-06    -1.1748294803e-07     6.5098150517e-07 
  27.500  132.500    1.4092097290e-04    -7.6530316644e-06    -2.2083289048e-06    -1.6990993525e-07     6.9252603225e-07 
  27.500  133.000    1.4098096477e-04    -7.6400147654e-06    -2.2686297602e-06    -1.9361965948e-07     7.0274481666e-07 
  27.500  133.500    1.4104650673e-04    -7.6093965523e-06    -2.3346823608e-06    -2.3553721304e-07     6.7941502476e-07 
  27.500  134.000    1.4111296746e-04    -7.5740903312e-06    -2.3916142074e-06    -3.3367282139e-07     6.4521513432e-07 
  27.500  134.500    1.4117479813e-04    -7.5415980443e-06    -2.4210870426e-06    -4.2180815502e-07     6.1224062295e-07 
  27.500  135.000    1.4123359225e-04    -7.5242351951e-06    -2.4295603043e-06    -4.8892584660e-07     5.6973925914e-07 
  28.000   70.000    1.3341682815e-04    -4.0749860100e-06    -3.8054198081e-06     3.1840554311e-06     1.7245271632e-06 
  28.000   70.500    1.3272189533e-04    -3.9951951227e-06    -3.6632098237e-06     3.6655299599e-06     1.4779755564e-06 
  28.000   71.000    1.3208727144e-04    -4.0046892671e-06    -3.6269667088e-06     4.0919137785e-06     1.4281102725e-06 
  28.000   71.500    1.3160006205e-04    -3.9960043721e-06    -3.6887399047e-06     4.3884731521e-06     1.4527652136e-06 
  28.000   72.000    1.3113509595e-04    -4.0390784209e-06    -3.7538815871e-06     4.7096769505e-06     1.5248941125e-06 
  28.000   72.500    1.3088138037e-04    -4.2166373614e-06    -3.9100683883e-06     4.8513618982e-06     1.6857237288e-06 
  28.000   73.000    1.3092572353e-04    -4.3719591530e-06    -4.1831703442e-06     4.8571778038e-06     1.8980393094e-06 
  28.000   73.500    1.3098170815e-04    -4.3475298159e-06    -4.4200431351e-06     4.8403101504e-06     2.0081901708e-06 
  28.000   74.000    1.3120437753e-04    -4.2418341623e-06    -4.7263073676e-06     4.9219932682e-06     2.1035476278e-06 
  28.000   74.500    1.3175432250e-04    -4.5352192346e-06    -4.7835531825e-06     4.9384969353e-06     2.2467155387e-06 
  28.000   75.000    1.3206265716e-04    -4.5582284512e-06    -4.8631987429e-06     4.8737497378e-06     2.3833080968e-06 
  28.000   75.500    1.3250797791e-04    -4.6204782908e-06    -4.6857966918e-06     4.5528629719e-06     2.5448974426e-06 
  28.000   76.000    1.3334673967e-04    -4.4845941091e-06    -4.5547042653e-06     4.4089874341e-06     2.5732592446e-06 
  28.000   76.500    1.3450724548e-04    -4.3746601583e-06    -4.6998443225e-06     3.9442804242e-06     2.7310120914e-06 
  28.000   77.000    1.3540442084e-04    -4.7866149264e-06    -4.9264370987e-06     3.4542149724e-06     2.6145462772e-06 
  28.000   77.500    1.3645322262e-04    -4.5302616558e-06    -4.8895029953e-06     3.0266198088e-06     2.3561460126e-06 
  28.000   78.000    1.3700997362e-04    -4.5783445317e-06    -4.8332390203e-06     2.7192926207e-06     2.1087857931e-06 
  28.000   78.500    1.3726396885e-04    -4.4893190153e-06    -4.8932505353e-06     2.5192367800e-06     1.8350721925e-06 
  28.000   79.000    1.3761828504e-04    -4.4959801457e-06    -4.8906303598e-06     2.3038747721e-06     1.5885895371e-06 
  28.000   79.500    1.3785546918e-04    -4.3933379101e-06    -4.9278400460e-06     2.1561275944e-06     1.4886237150e-06 
  28.000   80.000    1.3810410872e-04    -4.3320617949e-06    -4.9079964728e-06     2.0083769128e-06     1.3735348658e-06 
  28.000   80.500    1.3826493329e-04    -4.1059980162e-06    -5.0164060361e-06     1.8447118672e-06     1.0247779626e-06 
  28.000   81.000    1.3834746812e-04    -4.1306216430e-06    -5.1176266730e-06     1.6457164979e-06     5.7184259865e-07 
  28.000   81.500    1.3686236432e-04    -5.6838849856e-06    -3.1225335320e-06     1.2195368632e-06     3.7062845054e-07 
  28.000   82.000    1.3718480312e-04    -5.1444958471e-06    -3.4208906451e-06     1.2884091105e-06     1.5838620076e-07 
  28.000   82.500    1.3699710404e-04    -5.2803233686e-06    -2.7081612585e-06     8.3460856779e-07    -6.9051918111e-09 
  28.000   83.000    1.3732582765e-04    -4.6858116769e-06    -2.4644924938e-06     4.6134408173e-07    -2.8172146685e-07 
  28.000   83.500    1.3637151037e-04    -4.4501188413e-06    -9.0303164504e-07     6.5666469115e-07     4.9358012575e-07 
  28.000   84.000    1.3629746665e-04    -4.5006800044e-06    -5.9867164891e-07     7.0431074446e-07     6.4310546698e-07 
  28.000   84.500    1.3629469070e-04    -4.2140432500e-06    -1.1289237195e-06     1.0473882436e-06     4.7820685288e-07 
  28.000   85.000    1.3599106388e-04    -4.2277144664e-06    -1.0706467007e-06     8.0240195355e-07     4.0705978886e-07 
  28.000   85.500    1.3420611023e-04    -4.5002242536e-06    -9.3501325158e-07     6.8603067393e-07     5.2399584910e-07 
  28.000   86.000    1.3274720976e-04    -4.2419909376e-06    -5.2623969618e-07     4.5596675783e-07     6.2530914735e-07 
  28.000   86.500    1.2857594687e-04    -3.4663605817e-06    -2.4462183142e-07     7.6151458429e-07     8.3285190006e-07 
  28.000   87.000    1.2784661585e-04    -3.1748109790e-06    -5.5599030259e-07     7.0938682074e-07     6.6295909345e-07 
  28.000   87.500    1.3041836602e-04    -3.5038148184e-06    -8.6861626561e-07     4.0218572514e-07     5.2713600817e-07 
  28.000   88.000    1.2789973025e-04    -3.0655158838e-06    -4.7397864801e-07     6.4284776159e-07     5.6830951702e-07 
  28.000   88.500    1.2943638001e-04    -2.7476112134e-06    -6.4082410439e-07     2.5368178236e-07     2.2031635824e-07 
  28.000   89.000    1.2954049055e-04    -2.7211381485e-06    -4.7456167827e-07     5.2545570671e-07     4.7182183333e-07 
  28.000   89.500    1.3095475943e-04    -3.3677862177e-06    -7.9142838594e-07     4.3898065794e-07     3.6479006465e-07 
  28.000   90.000    1.3027998414e-04    -3.8379844488e-06    -6.8358302283e-07     6.1563267884e-07     7.0499936484e-07 
  28.000   90.500    1.2941361158e-04    -3.1179095354e-06    -5.6546403173e-07     5.3485983592e-07     4.7013586896e-07 
  28.000   91.000    1.3141812343e-04    -3.5769597811e-06    -6.9120160656e-07     3.5491490649e-07     4.8692501631e-07 
  28.000   91.500    1.3057728562e-04    -3.3035171962e-06    -5.1573862591e-07     4.3372341420e-07     5.7434879847e-07 
  28.000   92.000    1.3000018713e-04    -3.0201294560e-06    -4.7278833102e-07     5.2920352576e-07     5.9286256175e-07 
  28.000   92.500    1.2904405671e-04    -2.9962541608e-06    -4.5050348455e-07     5.7654171286e-07     5.4743663637e-07 
  28.000   93.000    1.3428137877e-04    -3.8727835359e-06    -3.8609093173e-07     7.4309738302e-08     7.2899198757e-07 
  28.000   93.500    1.3591794582e-04    -4.8404926129e-06     8.5176876645e-08    -2.6650340452e-07     9.8048193508e-07 
  28.000   94.000    1.3750536365e-04    -4.3187513435e-06    -1.1590142301e-07    -6.1646349018e-07     6.3680663462e-07 
  28.000   94.500    1.3738090741e-04    -4.8615877884e-06     1.7407729249e-08    -5.4741651198e-07     8.7657665936e-07 
  28.000   95.000    1.3767862876e-04    -5.0115922297e-06    -2.9092924744e-07    -5.5500801759e-07     6.2342936799e-07 
  28.000   95.500    1.3621363914e-04    -5.2614034361e-06    -2.6403080876e-07    -1.7230982392e-07     7.6660622039e-07 
  28.000   96.000    1.3590177070e-04    -5.1059164160e-06    -5.4660673375e-07    -7.2216940835e-09     5.2600053032e-07 
  28.000   96.500    1.3514709855e-04    -4.9183351877e-06    -6.5043692176e-07     5.3306492342e-07     4.8776929975e-07 
  28.000   97.000    1.3369647507e-04    -4.5441814944e-06    -4.0471695813e-07     5.4357631263e-07     7.2152582591e-07 
  28.000   97.500    1.3410385463e-04    -4.0976966220e-06    -7.4824591464e-07     2.2076987171e-07     4.3817363114e-07 
  28.000   98.000    1.3458414168e-04    -4.0349351197e-06    -4.7611135889e-07     2.4480567316e-07     5.6580146100e-07 
  28.000   98.500    1.3392352385e-04    -3.8688526002e-06    -5.3289879530e-07     3.0143753820e-07     5.8298122378e-07 
  28.000   99.000    1.3330024418e-04    -3.6707160930e-06    -4.3922746977e-07     4.5079441560e-07     6.2535488331e-07 
  28.000   99.500    1.3282804582e-04    -3.4729457175e-06    -4.1756682262e-07     4.1615788584e-07     6.4017959772e-07 
  28.000  100.000    1.3206261715e-04    -3.7369173982e-06    -5.7340852051e-07     4.9152128868e-07     6.6499415570e-07 
  28.000  100.500    1.3249024827e-04    -4.6991565296e-06    -1.2959261393e-06     5.5724617816e-07     7.2798102889e-07 
  28.000  101.000    1.3120386923e-04    -4.9834489412e-06    -1.6816325844e-06     3.2621221206e-07     1.3319350828e-07 
  28.000  101.500    1.3190699551e-04    -4.8282703131e-06    -1.5088536913e-06     1.6004070753e-07    -6.4713406649e-09 
  28.000  102.000    1.3374586636e-04    -4.1705943380e-06    -1.8414511216e-06     1.7027128247e-07    -1.6971885923e-07 
  28.000  102.500    1.3321425208e-04    -4.0833917327e-06    -1.6633922466e-06     4.7151920523e-07     2.0685473815e-09 
  28.000  103.000    1.3312004533e-04    -3.9032872605e-06    -9.5617129541e-07     2.6847611464e-07     7.0307031157e-08 
  28.000  103.500    1.3500355506e-04    -3.2267687284e-06    -7.4247298627e-07     1.1336980212e-07     2.4969105444e-07 
  28.000  104.000    1.3595058475e-04    -3.6289464568e-06    -6.1737222122e-07     4.3687159358e-07     4.4138253324e-07 
  28.000  104.500    1.3677921444e-04    -3.6236618620e-06    -7.7868720580e-07     5.5251323892e-07     5.4668621889e-07 
  28.000  105.000    1.3681570621e-04    -3.6486808166e-06    -6.2981336366e-07     4.3183831463e-07     4.9061041184e-07 
  28.000  105.500    1.3558766974e-04    -3.6338435941e-06    -4.2713281053e-07     4.4825946701e-07     4.1448046474e-07 
  28.000  106.000    1.3557482343e-04    -3.5652042829e-06    -1.7855772243e-07     4.3915990211e-07     1.6189466154e-07 
  28.000  106.500    1.3550142285e-04    -3.8902789273e-06    -1.7348730452e-07     4.7310659423e-07     2.1657179109e-07 
  28.000  107.000    1.3561751752e-04    -4.0111631939e-06    -6.3773070965e-08     4.7507864234e-07     1.4300038891e-07 
  28.000  107.500    1.3587757498e-04    -4.3315269450e-06     3.4237156575e-09     5.6860606828e-07     1.7501650454e-07 
  28.000  108.000    1.3601761747e-04    -4.5528513161e-06     1.0438754893e-07     6.8729456744e-07     1.3476731562e-07 
  28.000  108.500    1.3671756961e-04    -4.7944256593e-06     1.1551779291e-07     7.7154422849e-07     3.3644961828e-07 
  28.000  109.000    1.3667069721e-04    -4.9128651303e-06     2.4240714592e-07     8.7520569372e-07     3.1599799374e-07 
  28.000  109.500    1.3611427928e-04    -5.4893398638e-06     3.6295792842e-07     1.0764115126e-06     2.7816616851e-07 
  28.000  110.000    1.3601154633e-04    -5.5449155998e-06     3.8254068989e-07     1.0926363737e-06     2.9779992722e-07 
  28.000  110.500    1.3600067166e-04    -5.6761031641e-06     2.7727362283e-07     1.0554836983e-06     3.7979462148e-07 
  28.000  111.000    1.3614722066e-04    -5.9937740709e-06     1.6359236956e-07     1.1608003651e-06     5.3212808969e-07 
  28.000  111.500    1.3621578602e-04    -6.0969686239e-06     1.2253565783e-07     1.0715186827e-06     5.9164103218e-07 
  28.000  112.000    1.3615721378e-04    -5.9926366620e-06     1.7400381725e-07     9.8970166548e-07     5.7236491389e-07 
  28.000  112.500    1.3571977795e-04    -6.0004230429e-06     1.3712382130e-07     8.8764478202e-07     2.9889220482e-07 
  28.000  113.000    1.3573545790e-04    -5.8301432696e-06     2.8883272465e-07     7.9160084050e-07     1.1031053520e-07 
  28.000  113.500    1.3631005408e-04    -5.5720552220e-06     3.5331329566e-07     6.5247260152e-07     2.4418568048e-07 
  28.000  114.000    1.3630454282e-04    -5.4991665597e-06     4.0369180034e-07     6.5575454419e-07     1.6069210809e-07 
  28.000  114.500    1.3648115397e-04    -5.6407460300e-06     4.2063685314e-07     6.4264108824e-07     1.5129124516e-07 
  28.000  115.000    1.3599367851e-04    -5.8766319960e-06     4.5296749342e-07     6.6031890395e-07    -1.7622983020e-07 
  28.000  115.500    1.3636846730e-04    -5.7156944500e-06     3.6729530696e-07     5.3163050055e-07     9.9792875091e-08 
  28.000  116.000    1.3644230865e-04    -5.5574592622e-06     2.7881954642e-07     4.2786099844e-07     7.7647945344e-08 
  28.000  116.500    1.3597210560e-04    -5.4202625027e-06     3.0704122248e-07     4.9214918601e-07    -3.5739529036e-07 
  28.000  117.000    1.3645370667e-04    -5.1275099376e-06     2.4786036293e-07     4.6093501983e-07    -8.5476597445e-08 
  28.000  117.500    1.3640646301e-04    -5.0690766126e-06    -3.0463903601e-08     5.2693248324e-07     6.3873033796e-08 
  28.000  118.000    1.3632404016e-04    -5.2599223386e-06    -1.8465620475e-08     6.3834034474e-07     8.4064126408e-08 
  28.000  118.500    1.3623537140e-04    -5.1243316372e-06     1.7735718838e-07     6.5649496000e-07    -4.2633419132e-08 
  28.000  119.000    1.3585254063e-04    -4.9210063959e-06    -1.5233642112e-07     6.4029705353e-07     7.5404827304e-08 
  28.000  119.500    1.3636474889e-04    -5.3475414841e-06    -6.7919635941e-07     7.6966966928e-07     3.0190148384e-07 
  28.000  120.000    1.3727191103e-04    -5.9350357826e-06    -9.2835659342e-07     9.0969279847e-07     4.2058437887e-07 
  28.000  120.500    1.3778649045e-04    -6.5108599118e-06    -1.0429956003e-06     1.1701133801e-06     5.5892673441e-07 
  28.000  121.000    1.3730420901e-04    -6.2215777484e-06    -1.4240675381e-06     1.2156483179e-06     6.4103106345e-07 
  28.000  121.500    1.3842053258e-04    -7.0395196133e-06    -2.0070976059e-06     1.2858665902e-06     6.6593412467e-07 
  28.000  122.000    1.3910412019e-04    -7.9928746578e-06    -1.8087098974e-06     1.5313181583e-06     6.9432224414e-07 
  28.000  122.500    1.3922259929e-04    -8.1027558165e-06    -1.5557557444e-06     1.4085584398e-06     7.7492627418e-07 
  28.000  123.000    1.3931799852e-04    -8.1199730915e-06    -1.4893533211e-06     1.2716943629e-06     7.7472297642e-07 
  28.000  123.500    1.3939914467e-04    -8.0785071642e-06    -1.5039950020e-06     1.1342255704e-06     7.8819622079e-07 
  28.000  124.000    1.3947312407e-04    -8.0464543925e-06    -1.5166427287e-06     1.0377614146e-06     7.8577581155e-07 
  28.000  124.500    1.3952517138e-04    -8.0151114216e-06    -1.5256261179e-06     9.5054752667e-07     7.7075087175e-07 
  28.000  125.000    1.3954493542e-04    -8.0122788377e-06    -1.5350844024e-06     8.6896710225e-07     7.7824427431e-07 
  28.000  125.500    1.3951888060e-04    -8.0570624580e-06    -1.5460364071e-06     8.0183971030e-07     8.0464669167e-07 
  28.000  126.000    1.3919558901e-04    -8.2032710706e-06    -1.5572829189e-06     7.8519107958e-07     8.0531304964e-07 
  28.000  126.500    1.3904191337e-04    -8.0893760430e-06    -1.7829304521e-06     7.4649214831e-07     8.8917717099e-07 
  28.000  127.000    1.3987616748e-04    -7.8191270160e-06    -2.0074221632e-06     6.0171202262e-07     9.1816212123e-07 
  28.000  127.500    1.4000083688e-04    -7.8566524479e-06    -2.0330324338e-06     4.9977806099e-07     8.3738866569e-07 
  28.000  128.000    1.4013709606e-04    -7.8997609407e-06    -2.0076976255e-06     4.4375052584e-07     7.5803546786e-07 
  28.000  128.500    1.4021564997e-04    -7.9073846904e-06    -2.0047461330e-06     4.0692049875e-07     7.2330572364e-07 
  28.000  129.000    1.4025597679e-04    -7.8701097099e-06    -2.0284797536e-06     3.4190392828e-07     7.2018675556e-07 
  28.000  129.500    1.4034499212e-04    -7.7394659949e-06    -2.0687217939e-06     2.4819675703e-07     6.8604208515e-07 
  28.000  130.000    1.4025584623e-04    -7.8063923001e-06    -2.0954069799e-06     2.7872995639e-07     7.4326283747e-07 
  28.000  130.500    1.4035354471e-04    -7.8093206668e-06    -2.1348322179e-06     2.5329984624e-07     7.8444320328e-07 
  28.000  131.000    1.4041493509e-04    -7.8239799338e-06    -2.1605782408e-06     1.8606666340e-07     8.0177089654e-07 
  28.000  131.500    1.4046367581e-04    -7.8329972793e-06    -2.1833935216e-06     1.3683740910e-07     8.1770264017e-07 
  28.000  132.000    1.4051508103e-04    -7.8089755269e-06    -2.2099064414e-06     7.3052605934e-08     8.2447360901e-07 
  28.000  132.500    1.4057818961e-04    -7.7861982544e-06    -2.2558032945e-06     4.9842964357e-09     8.3802322373e-07 
  28.000  133.000    1.4063169276e-04    -7.7778106895e-06    -2.3332158961e-06    -3.7177933266e-08     8.4953794412e-07 
  28.000  133.500    1.4070606523e-04    -7.7406457725e-06    -2.4017704890e-06    -9.9406607513e-08     8.2759557787e-07 
  28.000  134.000    1.4077722098e-04    -7.7305815627e-06    -2.4486449202e-06    -2.0192426867e-07     8.0585300582e-07 
  28.000  134.500    1.4083632174e-04    -7.6999079159e-06    -2.4540005943e-06    -2.8974116094e-07     7.5537325215e-07 
  28.000  135.000    1.4090059754e-04    -7.6875912123e-06    -2.4518832977e-06    -3.8928083013e-07     6.8250352732e-07 
  28.500   70.000    1.3429989910e-04    -4.1804759204e-06    -4.1570594801e-06     2.7643645396e-06     2.0408059505e-06 
  28.500   70.500    1.3398530723e-04    -3.6353468555e-06    -3.9112958219e-06     2.7933630783e-06     1.9138352894e-06 
  28.500   71.000    1.3304108658e-04    -3.2061569314e-06    -3.8801122365e-06     3.2865233843e-06     1.6866985182e-06 
  28.500   71.500    1.3230445149e-04    -3.2417109979e-06    -3.8658457318e-06     3.8121692886e-06     1.6679522929e-06 
  28.500   72.000    1.3175041410e-04    -3.2849676789e-06    -3.8059572066e-06     4.2815855417e-06     1.6778801452e-06 
  28.500   72.500    1.3141925833e-04    -3.3629426704e-06    -3.7971791425e-06     4.5636031850e-06     1.7507638276e-06 
  28.500   73.000    1.3141527510e-04    -3.6129646504e-06    -4.0040455003e-06     4.5272032252e-06     1.9233392647e-06 
  28.500   73.500    1.3148218881e-04    -3.6836693689e-06    -4.1766711000e-06     4.5657868416e-06     1.9852973535e-06 
  28.500   74.000    1.3165535222e-04    -3.7502269989e-06    -4.3386258086e-06     4.6615463459e-06     2.0500994222e-06 
  28.500   74.500    1.3199548066e-04    -3.8677196047e-06    -4.5399684863e-06     4.6894927756e-06     2.1851136025e-06 
  28.500   75.000    1.3240629338e-04    -4.0027161306e-06    -4.7037203060e-06     4.6347459104e-06     2.3491575008e-06 
  28.500   75.500    1.3324877110e-04    -4.3381819056e-06    -4.6705683016e-06     4.3736797488e-06     2.5169518508e-06 
  28.500   76.000    1.3412642537e-04    -4.4842117393e-06    -4.5799463486e-06     4.1432018436e-06     2.6176248658e-06 
  28.500   76.500    1.3510903362e-04    -4.3956015313e-06    -4.5591950849e-06     3.6315247207e-06     2.6015166822e-06 
  28.500   77.000    1.3613633587e-04    -4.5162711845e-06    -4.9967185245e-06     3.0270400637e-06     2.7030522545e-06 
  28.500   77.500    1.3705132426e-04    -4.6618632433e-06    -4.9776922702e-06     2.7189733129e-06     2.4024691626e-06 
  28.500   78.000    1.3766047372e-04    -4.7446017145e-06    -4.9199208256e-06     2.4103539031e-06     2.0275946915e-06 
  28.500   78.500    1.3804430225e-04    -4.7781369780e-06    -4.9550864125e-06     2.1908896980e-06     1.6877853466e-06 
  28.500   79.000    1.3805797851e-04    -4.6049100451e-06    -5.1513256537e-06     2.1668724157e-06     1.5308180849e-06 
  28.500   79.500    1.3840586809e-04    -4.6525038192e-06    -5.1057629027e-06     2.0211464773e-06     1.2504185336e-06 
  28.500   80.000    1.3762593884e-04    -6.0826171543e-06    -4.1695135938e-06     1.4436204332e-06     8.7979230977e-07 
  28.500   80.500    1.3771751394e-04    -5.2437834322e-06    -4.1625911831e-06     1.5216241246e-06     5.4141220489e-07 
  28.500   81.000    1.3775419022e-04    -4.4867916758e-06    -4.2056139354e-06     1.5439282838e-06     3.4496490870e-07 
  28.500   81.500    1.3682929570e-04    -5.2012528046e-06    -3.2968916060e-06     1.5353765343e-06     5.9334060815e-07 
  28.500   82.000    1.3539694078e-04    -4.5421977609e-06    -1.7614750806e-06     1.4470653759e-06     8.7389905881e-07 
  28.500   82.500    1.3450378499e-04    -4.6604203166e-06    -1.5380049997e-06     1.2097260876e-06     8.5136948601e-07 
  28.500   83.000    1.3328982891e-04    -5.0914745877e-06    -1.0415060999e-06     7.7536117126e-07     7.4916331952e-07 
  28.500   83.500    1.3375828068e-04    -4.6325084983e-06    -6.9008909976e-07     4.0530907019e-07     2.5462083031e-07 
  28.500   84.000    1.3137811468e-04    -4.3598036123e-06    -8.0812384965e-07     5.5914509511e-07     3.0585321752e-07 
  28.500   84.500    1.3106247829e-04    -4.3058328283e-06    -8.9626591979e-07     6.5786553099e-07     4.7588933947e-07 
  28.500   85.000    1.3031135896e-04    -3.7531170965e-06    -8.9463372053e-07     5.8292053574e-07     6.0732950440e-07 
  28.500   85.500    1.2913913402e-04    -3.3566323829e-06    -7.4028468607e-07     8.5176949637e-07     6.8690356770e-07 
  28.500   86.000    1.2819238308e-04    -2.7580811981e-06    -4.7455742128e-07     9.3426209993e-07     8.9348637603e-07 
  28.500   86.500    1.2789562548e-04    -2.9090938788e-06    -6.0805920686e-07     1.0009000789e-06     1.2093685802e-06 
  28.500   87.000    1.2724893669e-04    -3.2269698117e-06    -9.6694089962e-07     1.3489251190e-06     1.4819893096e-06 
  28.500   87.500    1.2878126818e-04    -3.4760394284e-06    -1.1570380959e-06     9.6579403101e-07     7.5552494830e-07 
  28.500   88.000    1.2791708526e-04    -3.0655286740e-06    -1.0768397929e-06     1.0444146254e-06     9.4342094729e-07 
  28.500   88.500    1.2814425174e-04    -3.1862072781e-06    -9.9844594039e-07     9.7546494339e-07     8.5494767746e-07 
  28.500   89.000    1.2862874839e-04    -3.0276889770e-06    -8.8988185820e-07     6.9729475279e-07     7.0971695823e-07 
  28.500   89.500    1.2962256432e-04    -2.8113452347e-06    -7.0613585286e-07     4.6161994109e-07     4.2024617369e-07 
  28.500   90.000    1.2814884837e-04    -2.6949973047e-06    -7.9815444969e-07     7.3493705622e-07     7.6770820126e-07 
  28.500   90.500    1.2805027530e-04    -2.9268574528e-06    -1.0873632272e-06     7.5263057838e-07     6.3717028421e-07 
  28.500   91.000    1.2977430984e-04    -3.1244630362e-06    -6.7779085428e-07     3.4947326733e-07     3.5384006101e-07 
  28.500   91.500    1.2926770976e-04    -2.6863011467e-06    -5.8025336111e-07     5.8199097375e-07     5.5749254134e-07 
  28.500   92.000    1.2914473690e-04    -2.9962818436e-06    -6.1741374839e-07     6.6665862626e-07     6.2354919649e-07 
  28.500   92.500    1.2873336608e-04    -3.5173576524e-06    -1.0521931522e-06     1.0082954477e-06     8.7625931515e-07 
  28.500   93.000    1.3189378937e-04    -3.4096711964e-06    -6.8928406984e-07     2.8256767254e-07     4.6855505773e-07 
  28.500   93.500    1.3357365768e-04    -3.8423079817e-06    -4.5170310686e-07     1.4090498500e-07     5.4612967585e-07 
  28.500   94.000    1.3554589171e-04    -4.0505401720e-06    -1.7649128832e-07    -5.5726300827e-08     6.6190587584e-07 
  28.500   94.500    1.3584757700e-04    -4.5965828789e-06    -1.7300490643e-07    -2.4177213871e-07     8.2749719005e-07 
  28.500   95.000    1.3690147292e-04    -4.6760245963e-06    -9.0460002095e-08    -1.9076251552e-07     7.3394199751e-07 
  28.500   95.500    1.3545958321e-04    -4.3975772850e-06    -1.7357650780e-07    -6.0685910078e-09     7.2556829014e-07 
  28.500   96.000    1.3444779305e-04    -4.0450234560e-06    -5.4183559095e-07    -1.0827657181e-08     4.4071130102e-07 
  28.500   96.500    1.3058882058e-04    -4.4424901743e-06    -1.1356557429e-06     5.8994372105e-07     7.8459655871e-07 
  28.500   97.000    1.3258972300e-04    -3.9166639274e-06    -7.0291243949e-07     7.4351941366e-07     7.6025425011e-07 
  28.500   97.500    1.3136547719e-04    -3.5182382895e-06    -7.0864026643e-07     8.0043108477e-07     6.2479276613e-07 
  28.500   98.000    1.3119793494e-04    -3.4717355184e-06    -7.2323803969e-07     6.3929864053e-07     6.5866058106e-07 
  28.500   98.500    1.3297420737e-04    -3.3941762714e-06    -5.5269195083e-07     2.9167356772e-07     4.9201731595e-07 
  28.500   99.000    1.3192462678e-04    -3.1583092551e-06    -4.3764051167e-07     5.4206571492e-07     5.6508829093e-07 
  28.500   99.500    1.3201352027e-04    -3.4731653769e-06    -6.1359874518e-07     4.8997071386e-07     6.1421163906e-07 
  28.500  100.000    1.3102330552e-04    -3.3404632596e-06    -5.6169918114e-07     6.6706912144e-07     6.1399030515e-07 
  28.500  100.500    1.3148626918e-04    -4.3121812894e-06    -9.8039504838e-07     4.6812523463e-07     5.3901339269e-07 
  28.500  101.000    1.2997087081e-04    -4.7004749743e-06    -1.2184835238e-06     1.6173685341e-07     8.1638594399e-08 
  28.500  101.500    1.3075006310e-04    -4.6873552352e-06    -1.0042916397e-06    -1.0890152504e-07    -2.4717139582e-08 
  28.500  102.000    1.3338795324e-04    -4.1192503677e-06    -1.2184216409e-06    -1.5223018141e-07    -1.6601210397e-07 
  28.500  102.500    1.3314678368e-04    -3.5820986419e-06    -1.3053157093e-06     3.9266532806e-07    -4.1428165326e-08 
  28.500  103.000    1.3263673341e-04    -3.8838202535e-06    -8.3908697754e-07     5.2471584576e-07     1.3897126155e-07 
  28.500  103.500    1.3594232063e-04    -3.2052201470e-06    -6.1778077878e-07     9.2783093417e-08     2.7711623995e-07 
  28.500  104.000    1.3638992751e-04    -3.9081355873e-06    -7.3325036911e-07     6.6964154078e-07     6.2771710098e-07 
  28.500  104.500    1.3652040934e-04    -4.0858356881e-06    -9.8963761668e-07     9.4069366245e-07     6.9818284562e-07 
  28.500  105.000    1.3682000183e-04    -4.2705731888e-06    -8.1089746835e-07     9.4385736875e-07     6.5371766481e-07 
  28.500  105.500    1.3672249923e-04    -4.0454415169e-06    -7.1387080170e-07     7.1955774341e-07     5.4987325156e-07 
